PERIODO;MES;PER;DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;FEX_C18;DPTO;FFT;DSCY;DSI;P7250;P7280;P744;P3074;P7260;P1806;P7430;P7440S1;P7440S2;P7450;P7350;P7360;P9460;P1519;P1883;P7422;P7422S1;OFICIO1_C8;OFICIO2_C8;RAMA2D_D_R4;RAMA4D_D_R4;P7440
20230626;06;2023;7453288;1;1;1;70;;1;655.81286444;70;1;;;;;;;;;1;60;0;4;4;1;2;2;;2;;.;6111;01;0113;
20230626;06;2023;7453288;1;2;1;70;;1;655.81286444;70;1;;;;;;;;;1;60;0;4;4;1;2;2;;2;;.;3322;47;4792;
20230626;06;2023;7453289;1;4;1;70;;1;843.80839333;70;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230626;06;2023;7453289;1;5;1;70;;1;843.80839333;70;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230626;06;2023;7453290;1;1;1;70;;1;778.95949277;70;1;;;;;;;;;1;18;0;6;3;1;2;2;;2;;.;9111;97;9700;
20230626;06;2023;7453293;1;3;1;70;;1;2130.3403085;68;1;;;;;;;;;1;240;0;5;4;1;2;2;;2;;.;7115;31;3110;
20230626;06;2023;7453296;1;1;1;70;;1;1295.322565;68;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230626;06;2023;7453297;1;4;1;70;;2;1266.7510673;68;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230626;06;2023;7453301;1;1;1;70;;1;1703.4459827;68;1;;;;;;;;;1;3;0;4;4;1;2;2;;2;;.;7233;33;3312;
20230626;06;2023;7453301;1;2;1;70;;1;1703.4459827;68;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230626;06;2023;7453301;1;3;1;70;;1;1703.4459827;68;1;;;;;1;;48;1000000;1;24;0;3;1;4;2;2;;2;;.;5223;47;4729;
20230626;06;2023;7453302;1;1;1;70;;1;1590.4829253;68;1;;;;;;;;;1;12;0;8;4;1;2;2;;2;;.;7422;95;9522;
20230626;06;2023;7453302;1;2;1;70;;1;1590.4829253;68;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230626;06;2023;7453303;1;1;1;70;;1;1387.8456054;68;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230626;06;2023;7453304;1;1;1;70;;1;1597.184806;68;1;;;;;;;;;1;108;0;4;1;3;2;2;;2;;.;5131;56;5611;
20230626;06;2023;7453304;1;3;1;70;;1;1597.184806;68;;1;1;4;1;;;48;13000000;1;1;0;1;1;3;2;2;;2;;9313;9313;41;4111;
20230626;06;2023;7453305;1;2;1;70;;1;912.14597172;68;1;;;;;;;;;1;180;0;7;4;2;2;2;;2;;.;6111;01;0114;
20230626;06;2023;7453305;1;3;1;70;;1;912.14597172;68;1;;;;;;;;;1;600;0;7;4;2;2;2;;2;;.;6111;01;0114;
20230626;06;2023;7453306;1;1;1;70;;1;1205.5645454;68;1;;;;;;;;;1;9;1;4;4;2;2;2;;2;;.;7231;45;4520;
20230626;06;2023;7453306;1;3;1;70;;1;1205.5645454;68;1;;;;;2;5;;300000;1;9;1;7;6;2;2;2;;2;;.;7231;45;4520;
20230626;06;2023;7453308;1;1;1;70;;1;1372.0386851;68;1;;;;;;;;;1;240;0;4;4;2;2;3;;2;;.;6111;12;1200;
20230626;06;2023;7453309;1;1;1;70;;1;1367.9044037;68;1;;;;;;;;;1;45;0;4;4;1;2;2;;2;;.;9111;81;8121;
20230626;06;2023;7453309;1;3;1;70;;1;1367.9044037;68;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230626;06;2023;7453309;1;7;1;70;;1;1367.9044037;68;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230626;06;2023;7453309;1;8;1;70;;1;1367.9044037;68;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230626;06;2023;7453313;1;2;1;70;;1;1142.0923284;68;1;;;;;;;;;1;120;0;4;1;2;2;2;;2;;.;9412;56;5611;
20230622;06;2023;7453314;1;1;1;70;05;1;1270.9599964;05;1;;;;;;;;;1;288;0;5;2;10;2;2;;2;;.;2431;85;8542;
20230622;06;2023;7453315;1;1;1;70;05;1;880.30520517;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230622;06;2023;7453317;1;2;1;70;05;1;1068.2579487;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230622;06;2023;7453319;1;2;1;70;05;1;968.44127748;05;1;;;;;;;;;1;24;0;4;4;1;2;2;;2;;.;5142;96;9602;
20230622;06;2023;7453319;1;4;1;70;05;1;968.44127748;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230622;06;2023;7453321;1;2;1;70;05;1;1270.9599964;05;;1;1;4;4;;;48;2000000;1;1;0;8;6;2;2;1;2;1;4000000;2142;2142;71;7112;
20230622;06;2023;7453323;1;4;1;70;05;1;1230.7408002;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230622;06;2023;7453324;1;3;1;70;05;1;1132.7404244;05;1;;;;;1;;30;500000;1;228;0;3;1;8;2;2;;2;;.;8153;14;1410;
20230622;06;2023;7453325;1;2;1;70;05;1;927.45729465;05;1;;;;;;;;;1;324;0;6;1;5;2;2;;2;;.;7531;14;1410;
20230622;06;2023;7453327;1;1;1;70;05;1;950.60355271;05;1;;;;;;;;;1;240;0;3;1;8;2;2;;2;;.;8153;14;1410;
20230622;06;2023;7453328;1;1;1;70;05;1;852.92066316;05;1;;;;;1;;36;1740000;1;24;2;7;1;8;2;3;;2;;.;9621;31;3110;
20230622;06;2023;7453328;1;2;1;70;05;1;852.92066316;05;1;;;;;;;;;1;18;1;8;4;1;2;2;;2;;.;4414;96;9609;
20230622;06;2023;7453329;1;1;1;70;05;1;911.63118504;05;1;;;;;;;;;1;18;0;5;1;6;2;3;;2;;.;7543;13;1312;
20230622;06;2023;7453329;1;2;1;70;05;1;911.63118504;05;1;;;;;;;;;1;36;0;8;1;9;2;2;;2;;.;3432;74;7410;
20230622;06;2023;7453331;1;1;1;70;05;1;927.45729465;05;1;;;;;;;;;1;216;5;5;1;6;2;3;;2;;.;3343;18;1811;
20230622;06;2023;7453331;1;2;1;70;05;1;927.45729465;05;1;;;;;;;;;1;72;5;7;1;3;2;2;;2;;.;5223;18;1811;
20230622;06;2023;7453332;1;3;1;70;05;1;1013.5833183;05;1;;;;;;;;;1;6;0;2;1;2;2;2;;2;;.;4321;10;1089;
20230622;06;2023;7453332;1;4;1;70;05;1;1013.5833183;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230622;06;2023;7453333;1;1;1;70;05;1;1399.0283485;05;1;;;;;;;;;1;36;0;7;1;3;2;2;;2;;.;9412;56;5619;
20230622;06;2023;7453337;1;1;1;70;05;1;1274.8827274;05;1;;;;;;;;;1;36;0;8;1;7;2;2;;2;;.;3322;64;6499;
20230622;06;2023;7453337;1;6;1;70;05;1;1274.8827274;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230622;06;2023;7453337;1;8;1;70;05;1;1274.8827274;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230622;06;2023;7453338;1;1;1;70;05;1;1191.1892473;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230622;06;2023;7453339;1;1;1;70;05;1;1133.5589157;05;1;;;;;;;;;1;200;0;3;1;4;2;2;;2;;.;5131;56;5611;
20230622;06;2023;7453339;1;2;1;70;05;1;1133.5589157;05;1;;;;;;;;;1;200;0;6;4;1;2;2;;2;;.;5212;56;5619;
20230622;06;2023;7453342;1;4;1;70;05;1;1325.609065;05;1;;;;;;;;;1;60;0;3;4;1;2;2;;2;;.;5141;96;9602;
20230622;06;2023;7453343;1;3;1;70;05;1;846.92854647;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230622;06;2023;7453346;1;1;1;70;05;1;1488.9865591;05;1;;;;;;;;;1;36;0;8;3;1;2;2;;2;;.;9111;97;9700;
20230622;06;2023;7453347;1;2;1;70;05;1;1749.9946887;05;1;;;;;;;;;1;3;1;3;1;10;2;2;;2;;.;2511;62;6202;
20230622;06;2023;7453348;1;1;1;70;05;1;1774.3950355;05;1;;;;;1;;48;1150000;1;24;0;3;1;8;2;2;;2;;.;5131;56;5619;
20230622;06;2023;7453352;1;2;1;70;05;1;723.50826141;05;1;;;;;2;3;;1160000;1;0;2;6;1;8;2;2;;1;1200000;.;4321;32;3240;
20230622;06;2023;7453352;1;4;1;70;05;1;723.50826141;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230622;06;2023;7453352;1;5;1;70;05;1;723.50826141;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230622;06;2023;7453352;1;6;1;70;05;1;723.50826141;05;1;;;;;2;3;;1160000;2;;;;;;;2;;2;;.;.;;.;
20230622;06;2023;7453356;1;3;1;70;05;1;1616.4334956;05;1;;;;;;;;;1;7;0;4;1;9;2;2;;2;;.;9313;41;4111;
20230622;06;2023;7453356;1;4;1;70;05;1;1616.4334956;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230622;06;2023;7453357;1;2;1;70;05;1;1749.9946887;05;;1;1;4;1;;;48;1150000;1;4;0;6;1;10;1;1;1;2;;7511;8153;14;1410;
20230622;06;2023;7453358;1;1;1;70;05;1;1464.8077805;05;1;;;;;;;;;1;36;5;4;1;3;2;3;;2;;.;8332;49;4923;
20230622;06;2023;7453359;1;2;1;70;05;1;1582.374777;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230622;06;2023;7453360;1;1;1;70;05;1;1624.3489735;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230622;06;2023;7453363;1;1;1;70;05;1;1808.4493197;05;1;;;;;;;;;1;120;0;1;2;10;2;2;;2;;.;5414;84;8412;
20230622;06;2023;7453364;1;2;1;70;05;1;1699.2667494;05;1;;;;;2;5;;1160000;1;4;0;1;1;9;2;2;;2;;.;9112;81;8121;
20230622;06;2023;7453365;1;2;1;70;05;1;1133.5589157;05;1;;;;;;;;;1;120;5;3;1;8;2;2;;2;;.;3321;65;6512;
20230622;06;2023;7453366;1;3;1;70;05;1;1372.2180761;05;1;;;;;;;;;1;3;5;2;1;6;2;2;;2;;.;2166;62;6201;
20230622;06;2023;7453368;1;1;1;70;05;1;1058.8348865;05;1;;;;;;;;;1;240;0;4;4;1;2;2;;2;;.;5311;88;8891;
20230622;06;2023;7453371;1;1;1;70;05;1;1329.2270075;05;1;;;;;1;;48;1160000;1;48;0;7;1;6;2;2;;2;;.;7115;16;1630;
20230622;06;2023;7453372;1;1;1;70;05;1;1685.3619396;05;1;;;;;2;5;;1160000;1;4;0;3;1;4;2;2;;2;;.;5230;47;4771;
20230622;06;2023;7453373;1;1;1;70;05;1;927.45729465;05;1;;;;;;;;;1;288;0;5;2;10;2;3;;2;;.;2330;85;8530;
20230622;06;2023;7453373;1;2;1;70;05;1;927.45729465;05;1;;;;;;;;;1;288;0;5;2;10;2;3;;2;;.;2341;85;8530;
20230622;06;2023;7453374;1;1;1;70;05;1;1387.8603708;05;;1;1;2;4;;;48;8000000;1;0;2;9;4;7;2;1;1;1;9975790;2412;1219;46;4661;
20230622;06;2023;7453374;1;2;1;70;05;1;1387.8603708;05;;1;1;4;1;;;20;2500000;1;160;0;3;1;10;2;2;;2;;1222;1221;10;1082;
20230622;06;2023;7453374;1;3;1;70;05;1;1387.8603708;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230622;06;2023;7453375;1;1;1;70;05;1;1808.4493197;05;1;;;;;;;;;1;36;0;4;1;6;2;3;;2;;.;8332;49;4923;
20230622;06;2023;7453376;1;1;1;70;05;1;1528.721911;05;;1;1;2;1;;;48;1400000;1;0;2;6;1;6;2;2;;1;1400000;7532;7532;14;1410;
20230622;06;2023;7453377;1;2;1;70;05;1;1204.5641112;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230622;06;2023;7453378;1;2;1;70;05;1;1641.2791685;05;1;;;;;1;;48;1160000;1;1;2;8;1;5;2;2;;2;;.;9621;47;4773;
20230622;06;2023;7453380;1;2;1;70;05;1;3141.9729134;05;1;;;;;;;;;1;48;0;4;4;1;2;2;;2;;.;8323;49;4921;
20230622;06;2023;7453380;1;3;1;70;05;1;3141.9729134;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230622;06;2023;7453381;1;1;1;70;05;1;4257.4698562;05;;2;1;48;3;;;48;1800000;1;12;0;3;1;3;2;2;;2;;5321;9112;93;9329;
20230622;06;2023;7453381;1;2;1;70;05;1;4257.4698562;05;1;;;;;2;5;;500000;2;;;;;;;2;;2;;.;.;;.;
20230622;06;2023;7453382;1;1;1;70;05;1;2397.4540929;05;1;;;;;1;;48;1160000;1;36;0;4;1;10;2;1;2;2;;.;8332;10;1030;
20230622;06;2023;7453382;1;2;1;70;05;1;2397.4540929;05;1;;;;;;;;;1;36;0;7;4;1;2;2;;2;;.;8331;49;4921;
20230622;06;2023;7453383;1;2;1;70;05;1;2412.2820813;05;1;;;;;1;;48;1160000;1;132;0;7;1;4;2;2;;2;;.;9411;56;5619;
20230622;06;2023;7453385;1;1;1;70;05;1;1876.3797638;05;1;;;;;;;;;1;600;0;3;1;6;2;2;;2;;.;7531;14;1410;
20230622;06;2023;7453386;1;1;1;70;05;1;1434.3893153;05;1;;;;;;;;;1;2;0;3;4;1;2;2;;2;;.;5120;56;5619;
20230622;06;2023;7453387;1;2;1;70;05;1;1500.6898446;05;1;;;;;1;;3;1160000;1;48;0;6;5;2;2;2;;2;;.;3432;82;8230;
20230622;06;2023;7453387;1;3;1;70;05;1;1500.6898446;05;1;;;;;1;;48;1160000;2;;;;;;;2;;2;;.;.;;.;
20230622;06;2023;7453387;1;4;1;70;05;1;1500.6898446;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230622;06;2023;7453388;1;2;1;70;05;1;1014.9513675;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230622;06;2023;7453390;1;1;1;70;05;1;952.95139781;05;1;;;;;;;;;1;240;0;3;3;1;2;2;;2;;.;9111;97;9700;
20230622;06;2023;7453392;1;1;1;70;05;1;1322.4854016;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230622;06;2023;7453392;1;2;1;70;05;1;1322.4854016;05;1;;;;;;;;;1;240;0;5;1;4;2;3;;2;;.;5223;45;4541;
20230622;06;2023;7453396;1;2;1;70;05;1;1456.4909822;05;1;;;;;2;1;;1160000;2;;;;;;;2;;2;;.;.;;.;
20230622;06;2023;7453396;1;3;1;70;05;1;1456.4909822;05;;1;1;8;1;;;48;1160000;1;2;0;8;1;3;2;2;;2;;4321;9313;43;4330;
20230622;06;2023;7453398;1;1;1;70;05;1;1322.4854016;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230622;06;2023;7453399;1;1;1;70;05;1;952.95139781;05;1;;;;;;;;;1;84;5;3;1;6;2;2;;2;;.;7361;32;3210;
20230622;06;2023;7453400;1;1;1;70;05;1;1322.4854016;05;1;;;;;;;;;1;96;5;7;4;2;2;2;;2;;.;1420;47;4775;
20230622;06;2023;7453400;1;2;1;70;05;1;1322.4854016;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230622;06;2023;7453401;1;2;1;70;05;1;1405.116064;05;1;;;;;1;;48;1160000;1;24;0;4;4;1;2;2;;2;;.;9520;47;4789;
20230622;06;2023;7453402;1;1;1;70;05;1;974.76647218;05;1;;;;;;;;;1;5;0;4;1;4;2;1;2;2;;.;8332;46;4631;
20230622;06;2023;7453402;1;2;1;70;05;1;974.76647218;05;1;;;;;;;;;1;180;0;4;1;4;2;2;;2;;.;8153;14;1410;
20230622;06;2023;7453402;1;3;1;70;05;1;974.76647218;05;;2;1;24;1;;;24;1300000;1;72;0;2;1;10;2;2;;2;;2163;5223;47;4773;
20230622;06;2023;7453404;1;2;1;70;05;1;1040.1089648;05;1;;;;;;;;;1;15;5;6;1;6;2;2;;2;;.;5329;87;8730;
20230622;06;2023;7453408;1;1;1;70;05;1;1229.476556;05;;2;1;108;1;;;48;1160000;1;24;0;1;4;2;2;2;;2;;3113;3113;95;9521;
20230622;06;2023;7453408;1;2;1;70;05;1;1229.476556;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230622;06;2023;7453409;1;2;1;70;05;1;3014.4053152;05;;2;1;24;1;;;48;1150000;1;12;0;2;1;3;2;2;;2;;2635;5131;56;5630;
20230622;06;2023;7453409;1;3;1;70;05;1;3014.4053152;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230622;06;2023;7453410;1;1;1;70;05;1;2497.5617026;05;;2;1;32;1;;;48;3000000;1;8;0;8;4;1;2;2;;2;;4110;8324;49;4921;
20230622;06;2023;7453410;1;2;1;70;05;1;2497.5617026;05;;;1;998;1;;;48;1160000;1;6;0;8;4;1;2;2;;2;;9112;7522;31;3110;
20230622;06;2023;7453411;1;1;1;70;05;1;2159.7838792;05;1;;;;;;;;;1;132;0;5;2;10;2;2;;2;;.;2619;84;8424;
20230622;06;2023;7453411;1;2;1;70;05;1;2159.7838792;05;1;;;;;;;;;1;84;0;5;2;7;2;3;;2;;.;4120;85;8530;
20230622;06;2023;7453412;1;2;1;70;05;1;4458.3312456;05;1;;;;;;;;;1;82;0;3;4;1;2;2;;2;;.;5142;96;9602;
20230622;06;2023;7453413;1;1;1;70;05;1;3369.0478918;05;1;;;;;;;;;1;36;1;9;4;1;2;2;;2;;.;9111;81;8121;
20230622;06;2023;7453413;1;2;1;70;05;1;3369.0478918;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230622;06;2023;7453414;1;1;1;70;05;1;2011.4093708;05;1;;;;;;;;;1;144;0;5;1;7;2;2;;2;;.;8153;14;1410;
20230622;06;2023;7453415;1;1;1;70;05;1;1405.116064;05;1;;;;;;;;;1;60;0;4;4;1;2;2;;2;;.;9111;81;8121;
20230622;06;2023;7453416;1;2;1;70;05;1;1114.0188254;05;1;;;;;;;;;1;98;2;4;4;1;2;2;;2;;.;9510;96;9609;
20230622;06;2023;7453416;1;3;1;70;05;1;1114.0188254;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230622;06;2023;7453417;1;1;1;70;05;1;1361.3591397;05;1;;;;;1;;48;1500000;1;60;0;4;4;1;2;2;;2;;.;5223;47;4771;
20230622;06;2023;7453418;1;2;1;70;05;1;1490.7230973;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230622;06;2023;7453418;1;3;1;70;05;1;1490.7230973;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230622;06;2023;7453419;1;1;1;70;05;1;1411.2517361;05;;2;1;35;1;;;48;1500000;1;4;0;7;1;2;2;2;;2;;5223;5131;56;5630;
20230622;06;2023;7453420;1;2;1;70;05;1;1435.8009258;05;1;;;;;;;;;1;36;2;6;1;9;2;2;;2;;.;9112;68;6820;
20230622;06;2023;7453421;1;2;1;70;05;1;1420.0067137;05;1;;;;;;;;;1;12;0;3;4;1;2;2;;2;;.;5142;96;9602;
20230622;06;2023;7453421;1;6;1;70;05;1;1420.0067137;05;1;;;;;;;;;1;48;0;7;1;2;2;2;;2;;.;9333;47;4752;
20230622;06;2023;7453422;1;1;1;70;05;1;1361.3591397;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230622;06;2023;7453423;1;1;1;70;05;1;1192.7248282;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230622;06;2023;7453423;1;2;1;70;05;1;1192.7248282;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230622;06;2023;7453423;1;3;1;70;05;1;1192.7248282;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230622;06;2023;7453425;1;1;1;70;05;1;1693.146709;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230622;06;2023;7453425;1;2;1;70;05;1;1693.146709;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230622;06;2023;7453431;1;3;1;70;05;1;1817.5296671;05;;2;1;30;1;;;48;1160000;1;6;2;1;1;4;2;2;;2;;5223;5230;56;5613;
20230622;06;2023;7453432;1;2;1;70;05;1;1295.4959036;05;1;;;;;;;;;1;96;2;4;5;2;2;2;;2;;.;8153;14;1410;
20230622;06;2023;7453434;1;1;1;70;05;1;2159.7838792;05;1;;;;;;;;;1;60;0;5;1;6;2;3;;2;;.;4110;46;4664;
20230622;06;2023;7453435;1;2;1;70;08;1;789.06714403;08;1;;;;;;;;;1;480;1;3;1;6;2;2;;2;;.;1420;47;4769;
20230622;06;2023;7453436;1;2;1;70;08;1;653.52873263;08;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230622;06;2023;7453439;1;4;1;70;08;1;1073.49198;08;1;;;;;;;;;1;164;1;3;1;10;2;2;;2;;.;5311;84;8413;
20230622;06;2023;7453441;1;1;1;70;08;1;1003.2393518;08;1;;;;;;;;;1;252;1;5;2;10;2;3;;2;;.;3113;06;0610;
20230622;06;2023;7453441;1;2;1;70;08;1;1003.2393518;08;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230622;06;2023;7453442;1;3;1;70;08;1;1284.7024474;08;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230622;06;2023;7453445;1;5;1;70;08;1;557.41331796;08;1;;;;;;;;;1;600;1;3;3;1;2;2;;2;;.;9111;97;9700;
20230622;06;2023;7453445;1;6;1;70;08;1;557.41331796;08;1;;;;;;;;;1;3;1;2;1;2;2;2;;2;;.;5223;47;4711;
20230622;06;2023;7453446;1;1;1;70;08;1;562.24895279;08;1;;;;;;;;;1;290;2;4;3;1;2;2;;2;;.;9111;97;9700;
20230622;06;2023;7453446;1;2;1;70;08;1;562.24895279;08;1;;;;;;;;;1;144;2;4;4;1;2;2;;2;;.;7131;43;4330;
20230622;06;2023;7453446;1;5;1;70;08;1;562.24895279;08;1;;;;;;;;;1;36;2;6;3;1;2;2;;2;;.;9111;97;9700;
20230622;06;2023;7453448;1;4;1;70;08;1;468.87938822;08;1;;;;;1;;48;1300000;1;15;2;3;4;3;2;2;;2;;.;9412;56;5611;
20230622;06;2023;7453450;1;1;1;70;08;1;1007.6165397;08;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230622;06;2023;7453450;1;2;1;70;08;1;1007.6165397;08;1;;;;;2;4;;900000;2;;;;;;;2;;2;;.;.;;.;
20230622;06;2023;7453451;1;5;1;70;08;1;427.40831166;08;;1;1;6;1;;;48;1160000;1;3;2;6;4;1;2;2;;2;;9112;7133;81;8129;
20230622;06;2023;7453452;1;1;1;70;08;1;1019.1849877;08;1;;;;;;;;;1;240;0;5;1;4;2;3;;2;;.;6210;16;1610;
20230622;06;2023;7453452;1;2;1;70;08;1;1019.1849877;08;1;;;;;;;;;1;276;0;3;4;1;2;2;;2;;.;9111;81;8121;
20230622;06;2023;7453452;1;3;1;70;08;1;1019.1849877;08;;1;1;6;4;;;50;1160000;1;1;2;8;1;2;2;2;;2;;9313;9313;41;4111;
20230622;06;2023;7453454;1;1;1;70;08;1;1624.9486446;08;;2;1;105;1;;;48;500000;1;48;0;3;1;10;2;2;;2;;2341;3322;61;6120;
20230622;06;2023;7453454;1;3;1;70;08;1;1624.9486446;08;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230622;06;2023;7453457;1;2;1;70;11;1;3055.2545908;11;1;;;;;;;;;1;1;0;8;7;7;2;2;;1;600000;.;6111;01;0113;
20230622;06;2023;7453459;1;1;1;70;11;1;3130.3291927;11;;2;1;15;1;;;48;1300000;1;6;0;3;1;5;2;2;;2;;9329;9329;23;2395;
20230622;06;2023;7453460;1;1;1;70;11;1;3764.2098577;11;1;;;;;;;;;1;96;0;4;1;4;2;2;;2;;.;5414;52;5221;
20230622;06;2023;7453460;1;2;1;70;11;1;3764.2098577;11;1;;;;;1;;20;500000;1;1;0;8;3;1;2;2;;2;;.;9111;97;9700;
20230622;06;2023;7453461;1;2;1;70;11;1;2084.8213018;11;;1;1;12;4;;;48;1160000;1;3;0;8;1;6;2;2;;2;;4132;4132;82;8230;
20230622;06;2023;7453461;1;4;1;70;11;1;2084.8213018;11;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230622;06;2023;7453462;1;1;1;70;11;1;4202.0215913;11;;1;1;4;1;;;48;2400000;1;2;4;8;4;10;2;1;1;2;;2263;2263;84;8414;
20230622;06;2023;7453462;1;3;1;70;11;1;4202.0215913;11;;1;1;4;1;;;48;1000000;1;1;4;2;1;10;2;1;1;1;1800000;4321;4321;47;4719;
20230622;06;2023;7453463;1;2;1;70;11;1;4971.9180901;11;1;;;;;1;;48;1160000;1;24;0;3;4;1;2;2;;1;20000;.;5141;96;9602;
20230622;06;2023;7453463;1;4;1;70;11;1;4971.9180901;11;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230622;06;2023;7453465;1;2;1;70;11;1;2152.7635475;11;1;;;;;2;5;;1160000;1;18;0;3;1;6;2;2;;2;;.;4120;15;1522;
20230622;06;2023;7453466;1;2;1;70;11;1;2542.8671307;11;1;;;;;;;;;1;120;0;3;2;8;2;2;;2;;.;9112;86;8610;
20230622;06;2023;7453466;1;3;1;70;11;1;2542.8671307;11;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230622;06;2023;7453466;1;4;1;70;11;1;2542.8671307;11;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230622;06;2023;7453467;1;1;1;70;11;1;2241.0593951;11;1;;;;;;;;;1;60;0;5;1;8;2;3;;2;;.;9112;78;7810;
20230622;06;2023;7453467;1;2;1;70;11;1;2241.0593951;11;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230622;06;2023;7453469;1;3;1;70;11;1;3380.6468806;11;1;;;;;;;;;1;72;0;3;4;4;2;2;;2;;.;7536;15;1521;
20230622;06;2023;7453469;1;4;1;70;11;1;3380.6468806;11;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230622;06;2023;7453470;1;1;1;70;11;1;1734.0014386;11;1;;;;;;;;;1;12;0;5;2;10;2;3;;2;;.;3343;84;8413;
20230622;06;2023;7453470;1;2;1;70;11;1;1734.0014386;11;1;;;;;;;;;1;480;0;3;1;9;2;2;;2;;.;5131;56;5619;
20230622;06;2023;7453471;1;1;1;70;11;1;1574.3930603;11;1;;;;;;;;;2;;;;;;;3;;2;;.;.;;.;
20230622;06;2023;7453471;1;2;1;70;11;1;1574.3930603;11;1;;;;;;;;;1;36;0;3;4;10;2;3;;2;;.;5321;86;8610;
20230622;06;2023;7453471;1;3;1;70;11;1;1574.3930603;11;;1;1;1;1;;;48;1500000;1;0;2;8;1;10;2;1;2;1;1890000;2310;2310;85;8544;
20230622;06;2023;7453474;1;1;1;70;11;1;1827.4608451;11;;2;1;36;1;;;48;1100000;1;36;1;7;1;4;2;2;;2;;9321;9321;47;4711;
20230622;06;2023;7453474;1;2;1;70;11;1;1827.4608451;11;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230622;06;2023;7453475;1;1;1;70;11;1;1696.8662327;11;1;;;;;;;;;1;120;0;4;1;4;2;2;;2;;.;9112;68;6820;
20230622;06;2023;7453475;1;3;1;70;11;1;1696.8662327;11;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230622;06;2023;7453479;1;1;1;70;11;1;3633.8095578;11;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
